Brand,Model,Type,Screen Size,Display Technology,Condition,name,price,Display Resolution,Display Type,Refresh Rate,TV Operation System,Exchange Possible,Projector Resolution,Image Brightness,Projector Features,Operating System,Maximum Resolution,Storage Capacity,Connectivity
Smart,Asano 50,TVs,50 inches,LED,Brand New,"Asano 50"" Smart Android (11) Satellite Digital Led Tv","GH₵ 3,949",2160p (4K),Glossy,240 Hz,,,,,,,,,
LG,,TVs,,,Brand New,LG Digital Satellite Smart Uhd TV 65inches,"GH₵ 8,200",,,,,,,,,,,,
Nasco,Nasco,TVs,43 inches,LED,Brand New,Original New Nasco 43” Digital Satelite Tv(Black),"GH₵ 2,099",,,,,,,,,,,,
Samsung,,TVs,32 inches,LED,Brand New,Samsung Digital Satellite Tv 32 Inches,"GH₵ 2,200",,,,,,,,,,,,
Other,,TVs,,,Brand New,Shining 50 Inches Led,"GH₵ 2,399",,,,,,,,,,,,
LG,70,TVs,70 inches,LED,Brand New,LG 70inches Smart UHD 4K Satellite Digital Led Tv,"GH₵ 13,499",,,,,,,,,,,,
Samsung,65S95 (OLED 4K),TVs,85 inches,OLED,Brand New,Samsung Lovely New Oled Smart 65S95 (OLED ),"GH₵ 29,999",2160p (4K),Glossy,,,,,,,,,,
Other,,TVs,,,Brand New,"Nasco 32"" Digital Satellite LED TV (NAS-H32FB)","GH₵ 1,150",,,,,,,,,,,,
Asano,40Asano,TVs,32 inches,LED,Brand New,Digital Satellite HD TV – Black Asano 32 Inches.,"GH₵ 1,149",,,,,,,,,,,,
Nasco,NAS - J32FB,TVs,32 inches,LED,Brand New,Buy for Less Nasco 32 Led Digital Satellite TV,"GH₵ 1,150",1080p (FullHD),,,,,,,,,,,
Asano,40Asano,TVs,32 inches,LED,Brand New,Digital Satellite HD TV – Black Asano 32 Inches.,"GH₵ 1,149",,,,,,,,,,,,
Samsung,UA32T5300,TVs,32 inches,LED,Brand New,Smart Affordable Samsung 32 Smart FHD TV,"GH₵ 2,499",1080p (FullHD),,,,No,,,,,,,
ZEG,32df1,TVs,32 inches,LED,Brand New,Brand New Asano 32 Led Smart Android Tv,"GH₵ 1,340",1440p (2K),Glossy,50 Hz,Android TV,No,,,,,,,
TCL,65P635,TVs,65 inches,LED,Brand New,Intelligent Design TCL 65 P635 TCL HDR Google TV,"GH₵ 7,299",,,,,,,,,,,,
Samsung,SAMSUNG OLED 65S95 (OLED 4K),TVs,65 inches,OLED,Brand New,Quality Display Samsung Oled 65S95 (Oled )Tv,"GH₵ 29,999",2160p (4K),Glossy,,,,,,,,,,
Other,asano 32,TVs,32 inches,LED,Brand New,FHD 1080P New Asano 32 TV S2T2 TV Boxed TV New 2023,"GH₵ 1,000",,,,,,,,,,,,
TCL,43D3200,TVs,43 inches,LED,Brand New,Splendid Awesome TCL 43′′ FHD Digital Satellite TV 43D3200,"GH₵ 2,799",1080p (FullHD),Glossy,,,No,,,,,,,
Nasco,NAS-B43fb,TVs,43 inches,LED,Brand New,"Keen Nas-J43fb Nasco 43"" Full HD Nasco TV","GH₵ 2,099",,,,,,,,,,,,
TCL,32S6500,TVs,32 inches,LED,Brand New,Tcl 32inch Smart Android Digital Satellite Tv,"GH₵ 2,200",1080p (FullHD),,,,,,,,,,,
LG,,TVs,70 inches,,Brand New,"New LG 70"" 4K Smart UHD TV With AI Thinq","GH₵ 7,600",2160p (4K),Glossy,120 Hz,,,,,,,,,
Samsung,40n5000,TVs,40 inches,LED,Brand New,Samsung 40 Inches Full HD Smart LED TV,"GH₵ 3,650",,,,,,,,,,,,
LG,,TVs,,,Brand New,Best Cinema Experience// 75 Nanocell LG UHD Smart HDR 4k,"GH₵ 13,499",,,,,,,,,,,,
Samsung,,TVs,,,Brand New,Dealing Sweet View 85 Qled Samsung Smart + Bluetooth,"GH₵ 24,000",,,,,,,,,,,,
Benq,Ms560,Projector,,,Brand New,Latest Benq Ms560 4000 Lumens Digital Projector,"GH₵ 5,950",,,,,,Other,4000,,,,,
LG,43UP75006LF,TVs,43 inches,LED,Brand New,"New 2021/43"" LG Uhd/Hdr Smart Satellite TV","GH₵ 4,000",2160p (4K),Glossy,800 Hz,Smart TV (own system),No,,,,,,,
Samsung,AU7000,TVs,55 inches,LED,Brand New,SAMSUNG 55-Inch Class Crystal UHD Smart TV,"GH₵ 8,200",2160p (4K),,,Tizen,,,,,,,,
TCL,,TVs,,,Brand New,New in Box TCL 49'' Smart Full HD Satellite TV,"GH₵ 3,699",,,,,,,,,,,,
Other,,TVs,32 inches,,Brand New,Super Asano 32 Smart Tv,"GH₵ 1,700",,,,,,,,,,,,
Other,asano 32,TVs,32 inches,LED,Brand New,FHD 1080P New Asano 32 TV S2T2 TV Boxed TV New 2023,"GH₵ 1,000",,,,,,,,,,,,
TCL,43D3200,TVs,43 inches,LED,Brand New,Splendid Awesome TCL 43′′ FHD Digital Satellite TV 43D3200,"GH₵ 2,799",1080p (FullHD),Glossy,,,No,,,,,,,
Nasco,NAS-B43fb,TVs,43 inches,LED,Brand New,"Keen Nas-J43fb Nasco 43"" Full HD Nasco TV","GH₵ 2,099",,,,,,,,,,,,
Nasco,,TVs,32 inches,LED,Brand New,Deserving Nasco 32 Full HD TV,"GH₵ 1,199",1080p (FullHD),,,,,,,,,,,
TCL,32S6500,TVs,32 inches,LED,Brand New,Tcl 32inch Smart Android Digital Satellite Tv,"GH₵ 2,200",1080p (FullHD),,,,,,,,,,,
Asano,ASANO 32,TVs,32 inches,LED,Brand New,Spectacular Asano 32 Smart Android FHD TV,"GH₵ 1,699",1080p (FullHD),,,Smart TV (android AOSP),No,,,,,,,
Samsung,40n5000,TVs,40 inches,LED,Brand New,Samsung 40 Inches Full HD Smart LED TV,"GH₵ 3,650",,,,,,,,,,,,
LG,,TVs,,,Brand New,Best Cinema Experience// 75 Nanocell LG UHD Smart HDR 4k,"GH₵ 13,499",,,,,,,,,,,,
Samsung,,TVs,,,Brand New,Dealing Sweet View 85 Qled Samsung Smart + Bluetooth,"GH₵ 24,000",,,,,,,,,,,,
Benq,Ms560,Projector,,,Brand New,Latest Benq Ms560 4000 Lumens Digital Projector,"GH₵ 5,950",,,,,,Other,4000,,,,,
LG,43UP75006LF,TVs,43 inches,LED,Brand New,"New 2021/43"" LG Uhd/Hdr Smart Satellite TV","GH₵ 4,000",2160p (4K),Glossy,800 Hz,Smart TV (own system),No,,,,,,,
Samsung,AU7000,TVs,55 inches,LED,Brand New,SAMSUNG 55-Inch Class Crystal UHD Smart TV,"GH₵ 8,200",2160p (4K),,,Tizen,,,,,,,,
LG,,TVs,48 inches,LED,Brand New,Lg 48” Oled C1 Smart Thinq Al Les Tv (2021),"GH₵ 9,500",2160p (4K),Glossy,120 Hz,,,,,,,,,
Other,,TVs,32 inches,LED,Brand New,Fully HdNasco 32inches LED Digital Satellite TV,"GH₵ 1,150",720p (HD),,50 Hz,,,,,,,,,
banana,32,TVs,32 inches,LED,Brand New,Banana 32inch TV Full Digital Satellite,"GH₵ 1,099",1080p (FullHD),Matte,60 Hz,Without Smart TV,No,,,,,,,
LG,,TVs,,,Brand New,"LG Digital Satellite LED 43"" TV","GH₵ 3,800",,,,,,,,,,,,
Smart,Asano 50,TVs,50 inches,LED,Brand New,"Asano 50"" Smart Android (11) Satellite Digital Led Tv","GH₵ 3,949",2160p (4K),Glossy,240 Hz,,,,,,,,,
LG,,TVs,77 inches,OLED,Brand New,Lg 77” Signature Wallpaper Oled Wx Series Tv,"GH₵ 100,000",,Glossy,,,,,,,,,,
TCL,50p635,TVs,50 inches,LED,Brand New,TCL 50inch Smart Android Tv (50o635)##>Foreign Standard,"GH₵ 4,699",,,,,,,,,,,,
TCL,43P635,TVs,43 inches,LED,Brand New,at Frameless_tcl 43inches Smart Uhd TV,"GH₵ 3,650",2160p (4K),Matte,120 Hz,Google TV,No,,,,,,,
TCL,65P635,TVs,65 inches,LED,Brand New,TCL 65′′ HDR LED Smart Google Television 65p635-Black,"GH₵ 7,500",2160p (4K),,60 Hz,Google TV,,,,,,,,
TCL,65p635,TVs,65 inches,LED,Brand New,Gracefully Take >> TCL 65inch Android Google TV (65P635),"GH₵ 7,299",,,,,,,,,,,,
Akai,LT65S2,TVs,65 inches,LED,Brand New,"Akai 65""Smart Android TV Satel Ih","GH₵ 7,500",2160p (4K),,,Android TV,,,,,,,,
Samsung,85Q60B,TVs,85 inches,QLED,Brand New,Palce and Order for Samsung 85”QLED UHD Smart 85Q60B Tv,"GH₵ 39,999",2160p (4K),Glossy,,,,,,,,,,
LG,ZX,TVs,88 inches,OLED,Brand New,"LG 88 Inch, Hdr Smart, Oled Tv, Oled88zxpva","GH₵ 269,000",4320p (8K),,,Smart TV (own system),,,,,,,,
Samsung,,TVs,55 inches,,Brand New,Enjoy Real 4k Samsung QLED 55 TV,"GH₵ 5,999",,,,,,,,,,,,
LG,49,TVs,49 inches,LED,Brand New,"LG 49"" Satellite Digital Led Tv","GH₵ 3,999",1080p (FullHD),Glossy,240 Hz,,,,,,,,,
Samsung,au8000,TVs,65 inches,LED,Brand New,"SAMSUNG 65"" Crystal UHD Series 8 - 4K UHD HDR Smart TV (2021","GH₵ 12,000",2160p (4K),,240 Hz,,,,,,,,,
LG,,TVs,,,Brand New,LG 75 Inch Uhd Digital Smart Thinq Ai Sat Hdr LED TV (75uk7050pva),"GH₵ 11,999",,,,,,,,,,,,
Nasco,,TVs,,,Brand New,"Nasco 50"""" Slim TV (Fresh in Box)","GH₵ 3,599",,,,,,,,,,,,
Asano,32DF1 smart,TVs,32 inches,LED,Brand New,Beneficial 32inches Asano Smart Android FULL HD TV,"GH₵ 1,799",1080p (FullHD),,,Android TV,No,,,,,,,
